Blob ID,Mean Intensity,Std Deviation,Area,LBP Mean,LBP Std,Imain1,Imain2,Final Inertia,Prediction
16,141.5,0.5,2,0.5,0.5,77901.12686,7749.373139,10.05257141,Debris
17,153,42.00793576,3,1.5,1.118033989,35550.43867,0.005778957,6151705.357,Debris
18,170.9,40.07355737,10,2.25,1.089724736,262113.1565,8642.803533,30.32733018,Star
19,105,0,1,0,0,125450,0,inf,Debris
20,119.3333333,7.40870359,3,1.5,1.118033989,29287.57709,0.200691841,145933.0727,Debris
21,115,0,1,0,0,124578,0,inf,Debris
22,150.75,28.45500835,4,1.5,1.118033989,233498.8405,0.159525417,1463709.321,Debris
23,151.25,37.21810715,4,1.833333333,1.067187373,312881.3618,13748.13817,22.75808972,Debris
24,122.5,7.5,2,0.5,0.5,238350.2091,7876.290905,30.26173258,Debris
25,117,0,1,0,0,149920,0,inf,Debris
26,145.3333333,25.30261295,3,1.5,1.118033989,201170.3423,0.102124618,1969851.594,Debris
27,154.2,31.32028097,5,1.833333333,1.067187373,350030.1269,12149.31314,28.81069266,Debris
28,133.25,14.82185886,4,1.5,1.118033989,252900.8884,0.111601031,2266116.049,Debris
29,103,0,1,0,0,171329,0,inf,Debris
30,163,33.70954365,6,1.833333333,1.067187373,215085.9999,14937.50013,14.39906263,Debris
31,109,4,2,0.5,0.5,126395.1979,12279.30207,10.29335358,Debris
32,155,0,2,1,0,75737.59244,10962.90756,6.908531518,Debris
33,158.5,9.5,2,0.5,0.5,151473.4954,13665.00463,11.08477453,Debris
34,120.5,0.5,2,0.5,0.5,108827.5033,18420.99667,5.907796701,Debris
35,110.5,2.5,2,0.5,0.5,114879.7484,14267.75156,8.051706531,Debris
36,144.3333333,40.18153252,6,2.333333333,1.054092553,180838.0551,0.111613676,1620214.138,Star
37,167,0,1,0,0,53885,0,inf,Debris
38,111.5,6.5,2,0.5,0.5,230634.2246,21288.27545,10.83386135,Debris
39,164.6666667,34.66346139,6,2.333333333,1.054092553,574841.9159,0.250764595,2292356.769,Debris
40,159.4285714,40.61968961,7,2.222222222,1.030402055,365544.785,0.031365877,11654218.63,Debris
41,120,0,1,0,0,137650,0,inf,Debris
42,160.8571429,38.30862854,7,2.222222222,1.030402055,281330.0691,0.032915799,8546961.501,Star
43,151,39.17652358,5,2.444444444,1.065740339,360447.9967,0.003262607,110478535.9,Debris
44,120.5,13.5,2,0.5,0.5,118674.5156,3249.984371,36.51541118,Debris
45,107,0,1,0,0,146365,0,inf,Debris
46,180.4871795,33.66872687,39,3.8,2.196967607,1155232.913,250173.6686,4.617723837,Star
47,134.5,17.5,2,0.5,0.5,166368.7122,24143.7878,6.890746124,Debris
48,147,35.39303133,3,1.75,1.089724736,388494.418,0.026431382,14698225.58,Debris
49,124,1,2,0.5,0.5,108679.4753,18437.02468,5.89463198,Debris
50,107,0,1,0,0,206957,0,inf,Debris
51,103,0,1,0,0,132673,0,inf,Debris
52,117,0,1,0,0,79370,0,inf,Debris
53,139.6666667,17.4610678,3,1.5,1.118033989,216131.7441,0.033691385,6415044.82,Debris
54,167.125,36.53572738,8,2.222222222,1.030402055,406486.0851,0.008680186,46829188.29,Debris
55,111,0,1,0,0,84625,0,inf,Debris
56,121,0,1,0,0,95625,0,inf,Debris
57,150,25.01999201,3,1.5,1.118033989,210857.0251,0.086006673,2451635.657,Debris
58,181.5892857,39.63258796,56,4.262820513,2.638745281,2237289.217,150631.1101,14.8527699,Star
59,133.75,16.20763709,4,1.5,1.118033989,395168.998,0.001983961,199181808.2,Debris
60,117,7,2,0.5,0.5,93902.84325,804.6567455,116.6992556,Debris
61,149,0,1,0,0,177896,0,inf,Debris
62,133.5,21.24264579,4,1.5,1.118033989,212330.7573,0.242682693,874931.6017,Debris
63,127,0,1,0,0,120305,0,inf,Debris
64,138.75,20.32701405,4,1.75,1.089724736,332840.9899,0.010106928,32931963.3,Debris
65,105,0,1,0,0,164705,0,inf,Debris
66,168.1428571,39.40786206,7,2.222222222,1.030402055,348194.8967,1.348211861,258264.2288,Star
67,150.6,37.03295829,5,1.833333333,1.067187373,557659.585,52556.05496,10.61075808,Star
68,115,0,1,0,0,138816,0,inf,Debris
